id,50,10,5,2,1,sentence
G10_Classics_01_shijing_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,77,77,65,42,23,42
G10_Classics_01_shijing_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,11,11,9,5,1,6
G10_Classics_01_shijing_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,2,2,2,2,1,1
G10_Classics_01_shijing_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_01_shijing_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,7,7,7,2,0,4
G10_Classics_02_shangshu_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,52,52,30,17,7,41
G10_Classics_02_shangshu_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,4,4,4,2,1,3
G10_Classics_02_shangshu_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,16,16,9,4,2,13
G10_Classics_02_shangshu_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,84,84,37,13,6,47
G10_Classics_02_shangshu_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,184,184,103,32,9,126
G10_Classics_02_shangshu_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,1,1,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,3,3,3,1,1,3
G10_Classics_02_shangshu_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,38,38,23,13,5,28
G10_Classics_02_shangshu_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,18,18,10,2,0,8
G10_Classics_02_shangshu_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,45,45,25,11,6,32
G10_Classics_02_shangshu_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,38,38,20,7,2,23
G10_Classics_02_shangshu_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,1,1,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,26,26,15,10,7,17
G10_Classics_02_shangshu_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,4,4,3,3,2,4
G10_Classics_02_shangshu_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,2,2,1,0,0,1
G10_Classics_02_shangshu_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,5,5,0,0,0,4
G10_Classics_02_shangshu_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,13,13,6,2,1,6
G10_Classics_02_shangshu_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,57,57,32,14,7,39
G10_Classics_02_shangshu_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,69,69,40,17,12,47
G10_Classics_02_shangshu_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,204,204,145,87,48,155
G10_Classics_02_shangshu_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,287,287,189,74,29,174
G10_Classics_02_shangshu_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,24,24,14,3,1,15
G10_Classics_02_shangshu_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,25,25,15,7,3,17
G10_Classics_02_shangshu_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,2,2,2,1,0,0
G10_Classics_02_shangshu_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,262,262,175,94,55,194
G10_Classics_02_shangshu_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,21,21,16,6,4,12
G10_Classics_02_shangshu_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,1,1,1,0,0,1
G10_Classics_02_shangshu_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_02_shangshu_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,16,16,9,4,3,10
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,46,46,22,4,0,25
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,8,8,8,6,0,7
G10_Classics_03_zhouyi_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,12,12,5,2,0,8
G10_Classics_03_zhouyi_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,147,147,76,29,13,83
G10_Classics_03_zhouyi_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,49,49,23,8,0,25
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,84,84,47,16,7,47
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,48,48,28,7,6,28
G10_Classics_03_zhouyi_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,12,12,11,8,0,12
G10_Classics_03_zhouyi_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,42,42,24,21,20,39
G10_Classics_03_zhouyi_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,7,7,5,2,1,4
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,32,32,19,4,4,17
G10_Classics_03_zhouyi_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,20,20,11,8,5,16
G10_Classics_03_zhouyi_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,1,1,0,0,0,1
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,2,2,1,0,0,2
G10_Classics_03_zhouyi_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,52,52,33,9,8,30
G10_Classics_03_zhouyi_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,147,147,105,53,24,93
G10_Classics_03_zhouyi_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,192,192,125,61,30,91
G10_Classics_03_zhouyi_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,5,5,5,1,1,2
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,16,16,12,8,0,11
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,35,35,24,8,4,22
G10_Classics_03_zhouyi_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,157,157,109,54,28,95
G10_Classics_03_zhouyi_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,19,19,13,2,2,12
G10_Classics_03_zhouyi_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,3,3,2,0,0,3
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_03_zhouyi_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,75,75,48,18,5,38
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,4,4,4,2,2,3
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,2,2,0,0,0,1
G10_Classics_04_zhouli_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,1,1,1,0,0,1
G10_Classics_04_zhouli_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,11,11,6,1,0,6
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,8,8,6,1,1,7
G10_Classics_04_zhouli_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,3,3,3,2,2,2
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,6,6,2,0,0,3
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,17,17,8,5,4,14
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,10,10,4,1,1,4
G10_Classics_04_zhouli_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,64,64,50,26,18,57
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,1,1,1,0,0,1
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,12,12,7,5,5,11
G10_Classics_04_zhouli_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,22,22,10,1,0,13
G10_Classics_04_zhouli_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,5,5,2,0,0,1
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,28,28,23,10,0,18
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,18,18,9,5,5,15
G10_Classics_04_zhouli_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,47,47,27,12,10,35
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,13,13,8,2,0,6
G10_Classics_04_zhouli_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,1,1,1,0,0,1
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,6,6,3,0,0,3
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,1,1,1,1,1,0
G10_Classics_04_zhouli_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,79,79,54,26,14,53
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,8,8,5,1,0,5
G10_Classics_04_zhouli_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_04_zhouli_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,23,23,10,1,1,13
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,2,2,1,0,0,2
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,48,48,27,8,3,31
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,8,8,4,2,1,5
G10_Classics_05_chuci_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,5,5,4,3,1,3
G10_Classics_05_chuci_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,17,17,10,4,2,15
G10_Classics_05_chuci_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,41,41,27,7,3,26
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,3,3,1,0,0,2
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,2,2,2,1,1,2
G10_Classics_05_chuci_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,9,9,2,0,0,3
G10_Classics_05_chuci_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,2,2,1,1,0,2
G10_Classics_05_chuci_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,21,21,15,8,6,17
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,16,16,9,3,2,6
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,1,1,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,15,15,7,1,1,8
G10_Classics_05_chuci_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,7,7,3,2,0,5
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,13,13,3,1,0,4
G10_Classics_05_chuci_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,24,24,15,8,5,17
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,28,28,16,8,4,19
G10_Classics_05_chuci_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,2,2,0,0,0,1
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,2,2,2,2,2,2
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,1,1,0,0,0,1
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,7,7,5,3,1,6
G10_Classics_05_chuci_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,33,33,18,10,5,22
G10_Classics_05_chuci_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,11,11,6,2,1,5
G10_Classics_05_chuci_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_05_chuci_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,6,6,2,1,0,3
G10_Classics_06_yili_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,4,4,2,1,1,2
G10_Classics_06_yili_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,2,2,2,2,0,2
G10_Classics_06_yili_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,1,1,1,1,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,2,2,2,2,0,2
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_tian_ubc_cognition_stopwords_delimiters_10_,2,2,1,0,0,2
G10_Classics_06_yili_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_tian_reduced_reward_stopwords_delimiters_10_,2,2,2,2,0,2
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,2,2,1,0,0,2
G10_Classics_06_yili_seg_nopunc_standalone_tian_ubc_religion_stopwords_delimiters_10_,15,15,13,8,5,6
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,5,5,3,3,2,2
G10_Classics_06_yili_seg_nopunc_standalone_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_standalone_tian_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,15,15,13,8,3,6
G10_Classics_06_yili_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_06_yili_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,4,4,2,0,0,2
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,9,9,4,3,0,7
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_07_shanhaijing_seg_nopunc_standalone_di_ubc_emotion_stopwords_delimiters_10_,5,5,1,0,0,4
G10_Classics_07_shanhaijing_seg_nopunc_standalone_di_ubc_morality_stopwords_delimiters_10_,7,7,3,1,0,4
G10_Classics_07_shanhaijing_seg_nopunc_standalone_tian_ubc_morality_stopwords_delimiters_10_,5,5,1,0,0,4
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_07_shanhaijing_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,2,2,0,0,0,2
G10_Classics_07_shanhaijing_seg_nopunc_standalone_tian_ubc_emotion_stopwords_delimiters_10_,4,4,3,3,0,3
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,1,1,0,0,0,1
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
